date	time	instrument	band	integration	mag	mag_limit	dmag	dmag2	date_unit	time_unit	time_frame	integration_time	mag_unit	mag_type	extinction_corrected	dtime	reference	flux	dflux	integration_unit	flux_unit
56055.884	16.583796296296295	NOT/StanCAM	i'	8x150	21.35	0	0.05	0.05	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56058.889	19.588796296296294	NOT/ALFOSC	i'	11x150	21.32	0	0.07	0.07	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56059.005	19.70420138888889	GROND	g	8x369	21.27	0	0.03	0.03	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56059.005	19.704791666666665	Gemini/GMOS	i'	1x120	21.24	0	0.04	0.04	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56061.176	21.875833333333333	P60	i'	3240	21.22	0	0.14	0.14	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56062.181	22.880300925925926	P60	i'	3600	21.27	0	0.15	0.15	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56062.886	23.58560185185185	NOT/ALFOSC	i'	15x90	21.46	0	0.22	0.22	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56063.18	23.879780092592597	P60	i'	3600	21.33	0	0.1	0.1	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56063.891	24.590300925925927	NOT/ALFOSC	i'	10x120	21.41	0	0.17	0.17	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56065.921	26.62040509259259	NOT/MOSCA	i'	10x120	21.29	0	0.05	0.05	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56066.04	26.73920138888889	Magellan/LDSS3	i'	3x180	21.33	0	0.04	0.04	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56067.934	28.63310185185185	NOT/MOSCA	i'	10x120	21.35	0	0.05	0.05	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56067.938	28.637291666666663	GROND	g	4x369	21.47	0	0.06	0.06	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56068.014	28.713402777777777	DuPont/CCD	i'	4x500	21.41	0	0.04	0.04	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56068.923	29.622199074074075	NOT/MOSCA	i'	19x60	21.39	0	0.06	0.06	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56069.1911	29.89053240740741	P60	i'	720	21.5	0	0.09	0.09	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56070.0313	30.73068287037037	Magellan/LDSS3	i'	3x300	21.4	0	0.06	0.06	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56070.1766	30.876030092592597	P60	i'	2340	21.59	0	0.15	0.15	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56070.9694	31.66883101851852	Gemini/GMOS	i'	1x120	21.62	0	0.04	0.04	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56071.8946	32.59398148148148	NOT/ALFOSC	i'	13x90	21.63	0	0.08	0.08	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56076.8994	37.5987962962963	NOT/ALFOSC	i'	20x90	21.98	0	0.09	0.09	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56078.2172	38.91662037037037	GROND	g	24x115	22.06	0	0.12	0.12	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56079.8939	40.59329861111111	NOT/ALFOSC	i'	30x90	22.08	0	0.11	0.11	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56083.8841	44.583564814814814	NOT/ALFOSC	i'	20x90	22.15	0	0.21	0.21	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56039.99	0.6893865740740741	GROND	z	4x115	22.01	0	0.2	0.2	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56040.036	0.7354282407407408	GROND	z	12x369	22.09	0	0.11	0.11	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56040.0599	0.7593171296296296	Gemini/GMOS	z'	1x60	22.16	0	0.11	0.11	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56040.089	0.7884027777777778	GROND	z	8x369	22.37	0	0.17	0.17	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56041.0675	1.7669097222222223	GROND	z	8x369	22.17	0	0.16	0.16	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56041.1039	1.803368055555556	GROND	z	8x369	22.28	0	0.27	0.27	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56043.2633	3.962766203703704	Gemini/GMOS	z'	1x100	22.59	0	0.07	0.07	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56048.0179	8.717280092592592	GROND	z	8x369	21.86	0	0.15	0.15	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56049.8781	10.577488425925926	CAHA/Omega2000	z'	20x90	21.93	0	0.08	0.08	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56050.0107	10.710162037037035	GROND	z	8x369	21.78	0	0.12	0.12	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56052.2596	12.959074074074074	UKIRT/WFCAM	z'	4x360	21.44	0	0.13	0.13	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56053.977	14.676469907407409	GTC/OSIRIS	z'	3x70	21.58	0	0.07	0.07	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56054.2708	14.970243055555557	Gemini/GMOS	z'	1x30	21.63	0	0.06	0.06	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56058.9733	19.672708333333333	Gemini/GMOS	z'	1x120	21.48	0	0.04	0.04	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56059.0048	19.70420138888889	GROND	z	8x369	21.48	0	0.07	0.07	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56067.9101	28.60950231481481	NOT/MOSCA	z'	12x120	21.74	0	0.15	0.15	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56067.9379	28.637291666666663	GROND	z	4x369	21.62	0	0.07	0.07	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56068.897	29.59640046296296	NOT/MOSCA	z'	13x120	21.59	0	0.12	0.12	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56070.9776	31.67701388888889	Gemini/GMOS	z'	1x120	21.86	0	0.06	0.06	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56078.2172	38.91662037037037	GROND	z	24x115	21.81	0	0.12	0.12	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56049.9204	10.619814814814816	CAHA/Omega2000	Y	20x90	21.93	0	0.17	0.17	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56039.3537	0.0531134259259259	UKIRT/WFCAM	J	360	20.2	0	0.06	0.06	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56039.359	0.0584259259259259	UKIRT/WFCAM	J	360	20.33	0	0.07	0.07	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56039.3644	0.0638194444444444	UKIRT/WFCAM	J	360	20.36	0	0.07	0.07	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56039.3698	0.0692013888888889	UKIRT/WFCAM	J	360	20.41	0	0.07	0.07	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56048.9026	9.602037037037038	CAHA/Omega2000	J	60x60	21.6	0	0.17	0.17	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56049.9727	10.672094907407407	CAHA/Omega2000	J	30x60	21.83	0	0.2	0.2	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56052.2354	12.934826388888888	UKIRT/WFCAM	J	4x360	21.75	0	0.24	0.24	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56054.2834	14.982800925925924	Gemini-N/NIRI	J	1x60	21.96	0	0.11	0.11	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56065.2816	25.981030092592597	UKIRT/WFCAM	J	6x360	21.9	0	0.15	0.15	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56049.1898	9.889189814814817	P200/WIRC	J	15x240	21.68	0	0.16	0.16	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56039.3757	0.0751504629629629	UKIRT/WFCAM	H	360	20.29	0	0.09	0.09	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56039.3812	0.0805902777777777	UKIRT/WFCAM	H	360	20.32	0	0.09	0.09	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56039.3866	0.0860185185185185	UKIRT/WFCAM	H	360	20.51	0	0.11	0.11	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56039.3919	0.0913657407407407	UKIRT/WFCAM	H	360	20.34	0	0.1	0.1	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56040.3685	1.0678935185185183	UKIRT/WFCAM	H	4x360	21.65	0	0.42	0.42	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56042.3348	3.034201388888889	UKIRT/WFCAM	H	4x360	22.29	0	0.31	0.31	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
56054.2376	14.936979166666667	Gemini-N/NIRI	K	1x60	21.46	0	0.14	0.14	MJD	days	observer	seconds	AB	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract	NaN	NaN	NaN	NaN
NaN	11.714	VLT/FORS2	U	2.0	21.1	1	NaN	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	>5.86	NaN	minutes	microJy
NaN	14.619	TNG/LRS	r'	10.0	21.25	0	0.05	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	11.48	0.53	minutes	microJy
NaN	13.678	VLT/FORS2	U	2.0	21.0	1	NaN	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	>5.86	NaN	minutes	microJy
NaN	20.61	TNG/LRS	r'	10.0	21.45	0	0.07	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	9.55	0.61	minutes	microJy
NaN	4.697	VLT/FORS2	B	6.5	23.46	0	0.1	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	1.70	0.15	minutes	microJy
NaN	30.608	TNG/LRS	r'	10.0	21.78	0	0.14	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	7.05	0.9	minutes	microJy
NaN	6.674	VLT/FORS2	B	3.0	23.07	0	0.08	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	2.44	0.18	minutes	microJy
NaN	35.612	TNG/LRS	r'	15.0	21.85	0	0.15	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	6.60	0.91	minutes	microJy
NaN	11.715	VLT/FORS2	B	1.0	22.3	1	NaN	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	>4.97	NaN	minutes	microJy
NaN	4.712	VLT/FORS2	R	3.0	21.79	0	0.02	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	5.97	0.11	minutes	microJy
NaN	13.68	VLT/FORS2	B	1.0	22.8	0	0.2	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	3.13	0.57	minutes	microJy
NaN	8.709	VLT/FORS2	R	3.0	21.36	0	0.04	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	8.87	0.32	minutes	microJy
NaN	25.7	VLT/FORS2	B	1.0	23.56	0	0.06	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	1.56	0.09	minutes	microJy
NaN	11.719	VLT/FORS2	R	1.0	21.23	0	0.08	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	10.00	0.73	minutes	microJy
NaN	27.71	VLT/FORS2	B	1.0	23.51	0	0.06	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	1.63	0.09	minutes	microJy
NaN	13.684	VLT/FORS2	R	1.0	21.14	0	0.08	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	10.87	0.8	minutes	microJy
NaN	30.677	VLT/FORS2	B	4.0	23.73	0	0.09	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	1.33	0.11	minutes	microJy
NaN	25.707	VLT/FORS2	R	1.0	21.3	0	0.03	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	9.37	0.26	minutes	microJy
NaN	4.568	TNG/LRS	g'	5.0	22.82	0	0.11	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	2.70	0.27	minutes	microJy
NaN	27.707	VLT/FORS2	R	1.0	21.32	0	0.05	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	9.21	0.42	minutes	microJy
NaN	6.593	TNG/LRS	g'	5.0	22.69	0	0.11	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	3.05	0.3	minutes	microJy
NaN	30.683	VLT/FORS2	R	1.0	21.46	0	0.04	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	8.09	0.29	minutes	microJy
NaN	9.628	TNG/LRS	g'	15.0	22.43	0	0.09	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	3.87	0.32	minutes	microJy
NaN	6.558	TNG/LRS	i'	5.0	21.8	0	0.12	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	6.92	0.76	minutes	microJy
NaN	11.577	TNG/LRS	g'	15.0	22.37	0	0.07	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	4.09	0.26	minutes	microJy
NaN	9.581	TNG/LRS	i'	15.0	21.54	0	0.05	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	8.79	0.4	minutes	microJy
NaN	14.566	TNG/LRS	g'	15.0	22.4	0	0.06	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	3.98	0.22	minutes	microJy
NaN	12.67	TNG/LRS	i'	10.0	21.4	0	0.04	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	10.03	0.37	minutes	microJy
NaN	20.562	TNG/LRS	g'	10.0	22.6	0	0.15	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	3.31	0.45	minutes	microJy
NaN	14.596	TNG/LRS	i'	10.0	21.39	0	0.05	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	10.09	0.46	minutes	microJy
NaN	30.619	TNG/LRS	g'	10.0	23.11	0	0.18	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	2.07	0.34	minutes	microJy
NaN	20.589	TNG/LRS	i'	10.0	21.26	0	0.06	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	11.38	0.63	minutes	microJy
NaN	4.707	VLT/FORS2	V	3.0	21.89	0	0.03	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	6.57	0.18	minutes	microJy
NaN	30.596	TNG/LRS	i'	10.0	21.51	0	0.14	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	9.04	1.16	minutes	microJy
NaN	11.718	VLT/FORS2	V	1.0	21.34	0	0.08	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	10.74	0.79	minutes	microJy
NaN	35.573	TNG/LRS	i'	18.0	21.65	0	0.15	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	7.94	1.09	minutes	microJy
NaN	13.682	VLT/FORS2	V	1.0	21.29	0	0.08	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	11.25	0.82	minutes	microJy
NaN	4.707	VLT/FORS2	I	3.0	21.62	0	0.06	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	5.47	0.3	minutes	microJy
NaN	25.706	VLT/FORS2	V	1.0	21.67	0	0.03	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	7.93	0.22	minutes	microJy
NaN	8.716	VLT/FORS2	I	3.0	21.21	0	0.08	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	7.98	0.59	minutes	microJy
NaN	27.706	VLT/FORS2	V	1.0	21.62	0	0.06	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	8.30	0.46	minutes	microJy
NaN	11.721	VLT/FORS2	I	1.0	20.93	0	0.06	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	10.33	0.57	minutes	microJy
NaN	30.682	VLT/FORS2	V	1.0	21.86	0	0.07	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	6.65	0.43	minutes	microJy
NaN	13.685	VLT/FORS2	I	1.0	20.84	0	0.08	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	11.22	0.83	minutes	microJy
NaN	4.58	TNG/LRS	r'	5.0	21.85	0	0.1	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	6.60	0.6	minutes	microJy
NaN	25.708	VLT/FORS2	I	1.0	20.9	0	0.05	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	10.62	0.49	minutes	microJy
NaN	6.582	TNG/LRS	r'	5.0	21.64	0	0.08	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	8.02	0.59	minutes	microJy
NaN	27.709	VLT/FORS2	I	1.0	20.85	0	0.07	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	11.12	0.72	minutes	microJy
NaN	9.606	TNG/LRS	r'	15.0	21.48	0	0.04	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	9.29	0.34	minutes	microJy
NaN	30.685	VLT/FORS2	I	1.0	20.93	0	0.05	NaN	NaN	days	observer	NaN	Vega	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	10.33	0.47	minutes	microJy
NaN	12.65	TNG/LRS	r'	10.0	21.39	0	0.04	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	10.09	0.37	minutes	microJy
NaN	14.643	TNG/LRS	z'	20.0	21.64	0	0.08	NaN	NaN	days	observer	NaN	AB	apparent	False	NaN	https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract	8.02	0.59	minutes	microJy
