time	integration	mag	dmag	dmag2	band	instrument	mag_limit	time_unit	integration_unit	mag_unit	mag_type	time_frame	extinction_corrected	dtime
2783	80	15.721	0.018	0.018	R_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
2873	80	15.697	0.017	0.017	R_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
2964	80	15.723	0.018	0.017	R_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
3055	80	15.666	0.02	0.02	R_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
3144	80	15.771	0.022	0.021	R_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
3233	80	15.788	0.02	0.02	R_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
3323	80	15.857	0.024	0.023	R_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
3416	80	15.866	0.021	0.021	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
3506	80	15.871	0.023	0.022	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
3595	80	15.886	0.021	0.02	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
3685	80	15.894	0.019	0.019	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
3774	80	15.908	0.021	0.02	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
3864	80	15.937	0.02	0.019	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
3953	80	15.897	0.019	0.019	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
4060	80	15.866	0.022	0.021	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
4150	80	15.851	0.021	0.02	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
4240	80	15.89	0.021	0.021	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
4328	80	15.897	0.021	0.021	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
4415	80	15.899	0.022	0.021	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
4506	80	15.981	0.022	0.022	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
4596	80	15.992	0.023	0.023	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
4707	80	16.014	0.019	0.019	R_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
4797	80	16.026	0.02	0.019	R_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
4886	80	16.019	0.02	0.019	R_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
4975	80	16.04	0.019	0.019	R_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
5068	80	16.083	0.02	0.02	R_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
5158	80	16.163	0.022	0.021	R_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
5249	80	16.13	0.021	0.02	R_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
5352	80	16.152	0.024	0.024	R_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
5441	80	16.178	0.026	0.025	R_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
5530	80	16.195	0.028	0.027	R_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
5620	80	16.225	0.027	0.026	R_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
5709	80	16.24	0.029	0.029	R_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
5799	80	16.252	0.027	0.027	R_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
5890	80	16.27	0.029	0.028	R_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
5995	80	16.299	0.026	0.025	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
6085	80	16.316	0.026	0.026	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
6174	80	16.362	0.027	0.026	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
6263	80	16.364	0.027	0.026	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
6352	80	16.425	0.028	0.027	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
6445	80	16.369	0.027	0.027	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
6532	80	16.378	0.028	0.027	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
6639	80	16.351	0.03	0.029	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
6727	80	16.382	0.032	0.031	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
6819	80	16.37	0.032	0.031	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
6905	80	16.509	0.035	0.034	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
6995	80	16.489	0.035	0.034	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
7086	80	16.504	0.036	0.035	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
7176	80	16.53	0.038	0.036	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
7266	80	16.58	0.041	0.039	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
7355	80	16.475	0.036	0.035	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
7444	80	16.535	0.039	0.038	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
7532	80	16.532	0.037	0.036	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
7623	80	16.581	0.038	0.037	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
7712	80	16.627	0.042	0.04	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
8572	400	16.904	0.02	0.02	R_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
8976	320	16.965	0.023	0.022	R_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
9446	480	17.02	0.02	0.02	R_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
10071	640	17.19	0.021	0.02	R_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
10682	400	17.293	0.028	0.027	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
11131	400	17.405	0.032	0.031	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
11533	320	17.382	0.032	0.031	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
11963	400	17.454	0.034	0.033	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
12411	400	17.52	0.037	0.036	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
12815	320	17.62	0.053	0.05	R_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
13247	400	17.615	0.037	0.035	R_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
13697	400	17.66	0.038	0.037	R_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
14147	400	17.714	0.039	0.037	R_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
14595	400	17.716	0.04	0.039	R_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
15224	720	17.783	0.033	0.032	R_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
16211	1040	17.911	0.035	0.034	R_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
16212	1040	17.95	0.035	0.034	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
18949	3240	18.28	0.04	0.04	R_C	Gissar/AZT-8	0	seconds	seconds	Vega	apparent	observer	False	NaN
55590	6720	19.961	0.072	0.068	R_C	Prompt4	0	seconds	seconds	Vega	apparent	observer	False	NaN
89767	7380	20.574	0.177	0.153	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
97485	600	21.27	0.07	0.07	R_C	MAO/AZT-22	0	seconds	seconds	Vega	apparent	observer	False	NaN
98699	7440	21.126	0.295	0.233	R_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
111866	3240	21.26	0.07	0.07	R_C	Chuguev/AZT-8	0	seconds	seconds	Vega	apparent	observer	False	NaN
139582	3360	21.262	0.437	0.316	R_C	Prompt4	0	seconds	seconds	Vega	apparent	observer	False	NaN
176347	600	22.2	0.09	0.09	R_C	MAO/AZT-22	0	seconds	seconds	Vega	apparent	observer	False	NaN
227655	7200	21.697	0.441	0.319	R_C	Prompt4	0	seconds	seconds	Vega	apparent	observer	False	NaN
7134972	6900	22.73	NaN	NaN	R_C	Prompt4	1	seconds	seconds	Vega	apparent	observer	False	NaN
673	120	13.67	0.07	0.07	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
802	120	13.45	0.1	0.1	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
931	120	13.73	0.11	0.11	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
1059	120	13.88	0.11	0.11	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
1187	120	14.08	0.07	0.07	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
1316	120	14.15	0.07	0.07	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
1445	120	14.48	0.04	0.04	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
1573	120	14.62	0.05	0.05	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
1701	120	14.76	0.04	0.04	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
1830	120	14.96	0.04	0.04	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
1958	120	15.11	0.04	0.04	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
2086	120	15.22	0.03	0.03	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
2215	120	15.26	0.03	0.03	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
2343	120	15.37	0.04	0.04	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
2471	120	15.46	0.04	0.04	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
2599	120	15.57	0.04	0.04	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
2729	120	15.67	0.04	0.04	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
2857	120	15.69	0.03	0.03	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
2985	120	15.64	0.03	0.03	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
3113	120	15.69	0.04	0.04	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
3241	120	15.71	0.04	0.04	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
3369	120	15.8	0.03	0.03	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
3498	120	15.85	0.04	0.04	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
3627	120	15.86	0.03	0.03	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
3754	120	15.88	0.04	0.04	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
3883	120	15.85	0.03	0.03	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
4013	120	15.84	0.04	0.04	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
4143	120	15.83	0.03	0.03	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
4271	120	15.83	0.03	0.03	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
4401	120	15.94	0.04	0.04	C_{r}	ISON-Ussuriysk/SANTEL-65	0	seconds	seconds	Vega	apparent	observer	False	NaN
1329	30	14.25	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
1364	30	14.32	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
1399	30	14.36	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
1434	30	14.47	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
1470	30	14.54	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
1505	30	14.57	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
1540	30	14.6	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
1610	30	14.69	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
1645	30	14.72	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
1680	30	14.76	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
1715	30	14.82	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
1750	30	14.86	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
1784	30	14.95	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
1819	30	14.99	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
1854	30	15.0	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
1889	30	15.01	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
1959	30	15.16	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
1994	30	15.12	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
2029	30	15.18	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
2064	30	15.23	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
2099	30	15.25	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
2134	30	15.22	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
2169	30	15.25	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
2204	30	15.24	0.02	0.02	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
8545	30	16.81	0.07	0.07	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
8580	30	17.08	0.08	0.08	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
8615	30	16.73	0.08	0.08	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
8650	30	16.89	0.06	0.06	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
8685	30	16.92	0.08	0.08	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
8720	30	16.92	0.08	0.08	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
8755	30	16.9	0.06	0.06	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
8790	30	16.89	0.07	0.07	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
8825	30	16.75	0.07	0.07	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
8860	30	16.89	0.07	0.07	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
8895	30	16.98	0.08	0.08	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
8930	30	16.86	0.07	0.07	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
8965	30	17.05	0.08	0.08	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9000	30	17.03	0.08	0.08	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9035	30	17.04	0.08	0.08	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9070	30	17.14	0.1	0.1	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9105	30	16.85	0.07	0.07	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9140	30	17.02	0.09	0.09	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9175	30	17.26	0.11	0.11	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9210	30	17.08	0.09	0.09	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9245	30	17.03	0.07	0.07	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9280	30	17.0	0.09	0.09	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9315	30	16.92	0.07	0.07	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9350	30	17.0	0.09	0.09	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9385	30	16.88	0.08	0.08	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9420	30	16.96	0.08	0.08	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9455	30	17.14	0.1	0.1	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9490	30	17.15	0.09	0.09	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9525	30	17.15	0.11	0.11	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9560	30	17.15	0.09	0.09	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9595	30	17.12	0.1	0.1	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9630	30	17.28	0.1	0.1	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9665	30	17.35	0.12	0.12	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9700	30	17.22	0.09	0.09	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9804	150	17.22	0.06	0.06	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
9980	150	17.08	0.04	0.04	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
10154	150	17.19	0.06	0.06	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
10328	150	17.15	0.05	0.05	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
10501	150	17.23	0.06	0.06	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
10674	150	17.33	0.06	0.06	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
10850	150	17.21	0.05	0.05	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
11024	150	17.41	0.07	0.07	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
11286	300	17.54	0.05	0.05	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
11635	300	17.4	0.05	0.05	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
11985	270	17.4	0.04	0.04	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
12334	240	17.59	0.07	0.07	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
12684	270	17.67	0.05	0.05	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
13136	420	17.62	0.05	0.05	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
13930	600	17.7	0.04	0.04	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
14662	600	17.83	0.06	0.06	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
15412	600	17.93	0.06	0.06	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
16163	600	17.99	0.06	0.06	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
16984	600	18.08	0.05	0.05	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
18010	900	18.31	0.08	0.08	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
19303	900	18.4	0.13	0.13	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
20596	900	18.76	0.11	0.11	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
21906	1080	18.37	0.07	0.07	C_{r}	ISON-Ussuriysk/VT-50	0	seconds	seconds	Vega	apparent	observer	False	NaN
22558	840	18.25	0.08	0.08	C_{r}	ISON-Kislovodsk/SANTEL-400AN	0	seconds	seconds	Vega	apparent	observer	False	NaN
23507	840	18.37	0.1	0.1	C_{r}	ISON-Kislovodsk/SANTEL-400AN	0	seconds	seconds	Vega	apparent	observer	False	NaN
25447	1760	18.4	0.13	0.13	C_{r}	ISON-Kislovodsk/SANTEL-400AN	0	seconds	seconds	Vega	apparent	observer	False	NaN
57572	1280	19.83	0.054	0.054	i'	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
59246	1280	19.78	0.04	0.04	i'	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
60925	1280	19.9	0.037	0.037	i'	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
63002	1280	19.88	0.039	0.039	i'	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
64674	1280	19.92	0.04	0.04	i'	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
66283	4960	19.684	0.048	0.046	i'	Yerkes-41	0	seconds	seconds	Vega	apparent	observer	False	NaN
66362	1280	19.99	0.04	0.04	i'	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
68429	1280	20.0	0.04	0.04	i'	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
70081	1280	20.03	0.04	0.04	i'	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
71725	1280	20.05	0.05	0.05	i'	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
73790	1280	20.12	0.06	0.06	i'	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
75466	1280	20.19	0.06	0.06	i'	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
77159	1280	20.2	0.05	0.05	i'	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
79307	1280	20.18	0.05	0.05	i'	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
80999	1280	20.19	0.04	0.04	i'	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
140648	3600	21.483	0.377	0.283	i'	Yerkes-41	0	seconds	seconds	Vega	apparent	observer	False	NaN
143286	300	21.371	0.066	0.066	i'	NOT	0	seconds	seconds	Vega	apparent	observer	False	NaN
236076	3600	21.47	NaN	NaN	i'	Yerkes-41	1	seconds	seconds	Vega	apparent	observer	False	NaN
317598	1620	22.03	0.053	0.053	i'	NOT	0	seconds	seconds	Vega	apparent	observer	False	NaN
326950	1280	22.44	NaN	NaN	i'	RATIR	1	seconds	seconds	Vega	apparent	observer	False	NaN
1793890	24320	22.27	0.13	0.13	i'	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
2571251	22960	23.34	0.17	0.17	i'	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
3351354	22800	22.88	0.16	0.16	i'	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
10997338	3150	23.83	0.1	0.1	i'	LT	0	seconds	seconds	Vega	apparent	observer	False	NaN
