date	band	mag	mag_limit	dmag	date_unit	mag_unit	time	time_unit
2728.5044329-2728.5046065	B	15.546	0	0.013	MJD-MJD	Unspecified	-49998.98004823495	days
2728.5048958-2728.5050116	V	15.202	0	0.01	MJD-MJD	Unspecified	-49998.9796142419	days
2728.5052778-2728.5053935	R	14.867	0	0.023	MJD-MJD	Unspecified	-49998.97923229167	days
2728.5056713-2728.5058449	B	15.54	0	0.014	MJD-MJD	Unspecified	-49998.97880984375	days
2728.5061111-2728.5062269	V	15.198	0	0.01	MJD-MJD	Unspecified	-49998.97839894097	days
2728.5067014-2728.5068171	R	14.878	0	0.023	MJD-MJD	Unspecified	-49998.97780869213	days
2728.5075231-2728.5076968	B	15.552	0	0.013	MJD-MJD	Unspecified	-49998.97695798611	days
2728.5081944-2728.5083102	V	15.205	0	0.01	MJD-MJD	Unspecified	-49998.97631564236	days
2728.5086921-2728.5088079	R	14.879	0	0.023	MJD-MJD	Unspecified	-49998.97581793981	days
2728.5091319-2728.5093056	B	15.56	0	0.014	MJD-MJD	Unspecified	-49998.975349189815	days
2728.5096991-2728.5098148	V	15.206	0	0.01	MJD-MJD	Unspecified	-49998.97481098958	days
2728.5101389-2728.5102546	R	14.889	0	0.025	MJD-MJD	Unspecified	-49998.97437119213	days
2728.5105440-2728.5107176	B	15.547	0	0.014	MJD-MJD	Unspecified	-49998.973937135415	days
2728.5110069-2728.5111227	V	15.221	0	0.013	MJD-MJD	Unspecified	-49998.97350314236	days
2728.5116898-2728.5118056	R	14.896	0	0.026	MJD-MJD	Unspecified	-49998.97282023727	days
2728.5121296-2728.5123032	B	15.565	0	0.014	MJD-MJD	Unspecified	-49998.97235154514	days
2728.5127894-2728.5129051	V	15.219	0	0.012	MJD-MJD	Unspecified	-49998.971720688656	days
2728.5132407-2728.5133565	R	14.902	0	0.024	MJD-MJD	Unspecified	-49998.97126934028	days
2728.5138079-2728.5139815	B	15.566	0	0.014	MJD-MJD	Unspecified	-49998.97067323495	days
2728.5142824-2728.5143981	V	15.218	0	0.011	MJD-MJD	Unspecified	-49998.970227690974	days
2728.5147106-2728.5148264	R	14.894	0	0.026	MJD-MJD	Unspecified	-49998.96979943866	days
2728.5152315-2728.5154051	B	15.57	0	0.015	MJD-MJD	Unspecified	-49998.96924963542	days
2728.5156944-2728.5158102	V	15.219	0	0.012	MJD-MJD	Unspecified	-49998.96881564236	days
2728.5163542-2728.5164699	R	14.91	0	0.023	MJD-MJD	Unspecified	-49998.968155891205	days
2728.5167708-2728.5169444	B	15.583	0	0.014	MJD-MJD	Unspecified	-49998.96771034144	days
2728.5172106-2728.5173264	V	15.228	0	0.011	MJD-MJD	Unspecified	-49998.96729943866	days
2728.5176273-2728.5177431	R	14.914	0	0.025	MJD-MJD	Unspecified	-49998.96688273727	days
2728.5180903-2728.5182639	B	15.592	0	0.015	MJD-MJD	Unspecified	-49998.96639083912	days
2728.5185995-2728.5187153	V	15.236	0	0.013	MJD-MJD	Unspecified	-49998.965910538194	days
2728.5191088-2728.5192245	R	14.918	0	0.024	MJD-MJD	Unspecified	-49998.96540129051	days
2728.5197106-2728.5198843	B	15.59	0	0.021	MJD-MJD	Unspecified	-49998.96477048611	days
2728.5201736-2728.5202894	V	15.252	0	0.016	MJD-MJD	Unspecified	-49998.96433644097	days
2728.5206829-2728.5207986	R	14.915	0	0.035	MJD-MJD	Unspecified	-49998.9638271875	days
2728.5212269-2728.5214005	B	15.597	0	0.021	MJD-MJD	Unspecified	-49998.9632542419	days
2728.5216667-2728.5217824	V	15.242	0	0.023	MJD-MJD	Unspecified	-49998.9628433912	days
2728.5220718-2728.5221875	R	14.922	0	0.068	MJD-MJD	Unspecified	-49998.96243828704	days
2728.5235995-2728.5238310	V	15.254	0	0.021	MJD-MJD	Unspecified	-49998.96085269097	days
2728.5242824-2728.5246296	R	14.933	0	0.026	MJD-MJD	Unspecified	-49998.96011194444	days
2728.5251389-2728.5256597	B	15.604	0	0.014	MJD-MJD	Unspecified	-49998.959168640045	days
2728.5260069-2728.5263542	V	15.262	0	0.009	MJD-MJD	Unspecified	-49998.95838739005	days
2728.5274190-2728.5277662	R	14.933	0	0.027	MJD-MJD	Unspecified	-49998.95697533565	days
2728.5284491-2728.5289699	B	15.618	0	0.013	MJD-MJD	Unspecified	-49998.95585844329	days
2728.5293056-2728.5296528	V	15.264	0	0.009	MJD-MJD	Unspecified	-49998.955088738425	days
2728.5300231-2728.5303704	R	14.947	0	0.023	MJD-MJD	Unspecified	-49998.95437118634	days
2728.5307639-2728.5312847	B	15.612	0	0.014	MJD-MJD	Unspecified	-49998.95354364005	days
2728.5317245-2728.5320718	V	15.27	0	0.01	MJD-MJD	Unspecified	-49998.95266978588	days
2728.5327546-2728.5329861	R	14.954	0	0.025	MJD-MJD	Unspecified	-49998.951697592594	days
2728.5335995-2728.5339468	B	15.619	0	0.032	MJD-MJD	Unspecified	-49998.95079478588	days
2728.5342477-2728.5344792	V	15.27	0	0.015	MJD-MJD	Unspecified	-49998.95020449074	days
2728.5347917-2728.5350231	R	14.956	0	0.024	MJD-MJD	Unspecified	-49998.949660538194	days
2728.5355093-2728.5358565	B	15.626	0	0.013	MJD-MJD	Unspecified	-49998.94888503472	days
2728.5362616-2728.5364931	V	15.281	0	0.01	MJD-MJD	Unspecified	-49998.94819059028	days
2728.5369444-2728.5371759	R	14.961	0	0.023	MJD-MJD	Unspecified	-49998.94750778935	days
2728.5375347-2728.5378819	B	15.63	0	0.014	MJD-MJD	Unspecified	-49998.9468596412	days
2728.5381481-2728.5383796	V	15.29	0	0.011	MJD-MJD	Unspecified	-49998.94630409144	days
2728.5388079-2728.5390394	R	14.972	0	0.023	MJD-MJD	Unspecified	-49998.94564428819	days
2728.5393866-2728.5397338	B	15.635	0	0.013	MJD-MJD	Unspecified	-49998.94500774305	days
2728.5400926-2728.5403241	V	15.289	0	0.01	MJD-MJD	Unspecified	-49998.94435958912	days
2728.5406366-2728.5408681	R	14.977	0	0.026	MJD-MJD	Unspecified	-49998.94381559028	days
2728.5411343-2728.5414815	B	15.644	0	0.016	MJD-MJD	Unspecified	-49998.94326003472	days
2728.5418056-2728.5420370	V	15.306	0	0.012	MJD-MJD	Unspecified	-49998.94264663773	days
2728.5424421-2728.5426736	R	14.979	0	0.024	MJD-MJD	Unspecified	-49998.94201009259	days
2728.5429977-2728.5433449	B	15.648	0	0.013	MJD-MJD	Unspecified	-49998.94139664352	days
2728.5439120-2728.5441435	V	15.313	0	0.01	MJD-MJD	Unspecified	-49998.940540190975	days
2728.5444213-2728.5446528	R	14.984	0	0.023	MJD-MJD	Unspecified	-49998.9400308912	days
2728.5453704-2728.5456019	V	15.303	0	0.009	MJD-MJD	Unspecified	-49998.939081788194	days
2728.5459144-2728.5461458	R	14.993	0	0.023	MJD-MJD	Unspecified	-49998.93853784144	days
2728.5464352-2728.5467824	B	15.654	0	0.014	MJD-MJD	Unspecified	-49998.93795914352	days
2728.5470718-2728.5473032	V	15.314	0	0.01	MJD-MJD	Unspecified	-49998.93738043981	days
2728.5476852-2728.5479167	R	14.992	0	0.023	MJD-MJD	Unspecified	-49998.93676699074	days
2728.5482176-2728.5485648	B	15.665	0	0.013	MJD-MJD	Unspecified	-49998.93617673611	days
2728.5488426-2728.5490741	V	15.326	0	0.01	MJD-MJD	Unspecified	-49998.93560958912	days
2728.5493750-2728.5496065	R	14.995	0	0.023	MJD-MJD	Unspecified	-49998.9350771875	days
2728.5499074-2728.5502546	B	15.676	0	0.013	MJD-MJD	Unspecified	-49998.93448694445	days
2728.5506366-2728.5508681	V	15.32	0	0.01	MJD-MJD	Unspecified	-49998.93381559028	days
2728.5512269-2728.5514583	R	15.003	0	0.025	MJD-MJD	Unspecified	-49998.93322534143	days
2728.5571644-2728.5575116	B	15.691	0	0.017	MJD-MJD	Unspecified	-49998.92722994213	days
2728.5578819-2728.5581134	V	15.339	0	0.014	MJD-MJD	Unspecified	-49998.92657028935	days
2728.5586458-2728.5588773	R	15.027	0	0.029	MJD-MJD	Unspecified	-49998.92580638889	days
2728.5591782-2728.5595255	B	15.699	0	0.026	MJD-MJD	Unspecified	-49998.92521609375	days
2728.5598032-2728.5600347	V	15.357	0	0.027	MJD-MJD	Unspecified	-49998.92464899305	days
2728.5603241-2728.5605556	R	15.031	0	0.025	MJD-MJD	Unspecified	-49998.92412809028	days
2728.5608565-2728.5612037	B	15.713	0	0.014	MJD-MJD	Unspecified	-49998.923537835646	days
2728.5617245-2728.5619560	V	15.365	0	0.01	MJD-MJD	Unspecified	-49998.92272769097	days
2728.5622222-2728.5624537	R	15.036	0	0.023	MJD-MJD	Unspecified	-49998.92222998843	days
2728.5627315-2728.5630787	B	15.709	0	0.014	MJD-MJD	Unspecified	-49998.92166283565	days
2728.5633681-2728.5635995	V	15.371	0	0.012	MJD-MJD	Unspecified	-49998.92108413773	days
2728.5639005-2728.5641319	R	15.042	0	0.024	MJD-MJD	Unspecified	-49998.920551741896	days
2728.5644213-2728.5647685	B	15.718	0	0.014	MJD-MJD	Unspecified	-49998.91997304398	days
2728.5650463-2728.5652778	V	15.372	0	0.01	MJD-MJD	Unspecified	-49998.9194058912	days
2728.5655671-2728.5657986	R	15.042	0	0.024	MJD-MJD	Unspecified	-49998.91888509259	days
2728.5663079-2728.5666551	B	15.717	0	0.014	MJD-MJD	Unspecified	-49998.91808643519	days
2728.5669560-2728.5671875	V	15.365	0	0.012	MJD-MJD	Unspecified	-49998.91749619213	days
2728.5675810-2728.5678125	R	15.055	0	0.036	MJD-MJD	Unspecified	-49998.91687119213	days
2728.5681597-2728.5685069	B	15.731	0	0.014	MJD-MJD	Unspecified	-49998.916234641205	days
2728.5688657-2728.5690972	V	15.373	0	0.013	MJD-MJD	Unspecified	-49998.91558649306	days
2728.5694444-2728.5696759	R	15.055	0	0.024	MJD-MJD	Unspecified	-49998.91500778935	days
2728.5700810-2728.5704282	B	15.739	0	0.014	MJD-MJD	Unspecified	-49998.91431334491	days
2728.5707176-2728.5709491	V	15.373	0	0.014	MJD-MJD	Unspecified	-49998.91373458912	days
2728.5712269-2728.5714583	R	15.063	0	0.024	MJD-MJD	Unspecified	-49998.91322534144	days
2728.5717130-2728.5720602	B	15.732	0	0.015	MJD-MJD	Unspecified	-49998.91268134259	days
2728.5723264-2728.5725579	V	15.405	0	0.024	MJD-MJD	Unspecified	-49998.91212578704	days
2728.5729051-2728.5730208	R	15.069	0	0.026	MJD-MJD	Unspecified	-49998.911604988425	days
2728.5732986-2728.5735301	R	15.073	0	0.024	MJD-MJD	Unspecified	-49998.91115358797	days
2728.5738773-2728.5742245	B	15.746	0	0.013	MJD-MJD	Unspecified	-49998.91051703704	days
2728.5745139-2728.5747454	V	15.401	0	0.011	MJD-MJD	Unspecified	-49998.90993828703	days
2728.5750694-2728.5753009	R	15.083	0	0.024	MJD-MJD	Unspecified	-49998.90938278935	days
2728.5756134-2728.5759606	B	15.743	0	0.013	MJD-MJD	Unspecified	-49998.9087809375	days
2728.5762731-2728.5765046	V	15.399	0	0.009	MJD-MJD	Unspecified	-49998.90817909144	days
2728.5769560-2728.5771875	R	15.08	0	0.023	MJD-MJD	Unspecified	-49998.90749619213	days
2728.5774884-2728.5778356	B	15.752	0	0.013	MJD-MJD	Unspecified	-49998.9069059375	days
2728.5781597-2728.5783912	V	15.411	0	0.009	MJD-MJD	Unspecified	-49998.90629248843	days
2728.5786690-2728.5789005	R	15.081	0	0.023	MJD-MJD	Unspecified	-49998.90578318866	days
2728.5792014-2728.5795486	B	15.767	0	0.014	MJD-MJD	Unspecified	-49998.90519293981	days
2728.5798611-2728.5800926	V	15.406	0	0.011	MJD-MJD	Unspecified	-49998.904591087965	days
2728.5803819-2728.5806134	R	15.092	0	0.023	MJD-MJD	Unspecified	-49998.90407028936	days
2728.5809491-2728.5812963	B	15.766	0	0.013	MJD-MJD	Unspecified	-49998.90344524306	days
2728.5817708-2728.5820023	V	15.414	0	0.009	MJD-MJD	Unspecified	-49998.90268138889	days
2728.5823148-2728.5825463	R	15.1	0	0.023	MJD-MJD	Unspecified	-49998.90213739005	days
2728.5828704-2728.5832176	B	15.773	0	0.013	MJD-MJD	Unspecified	-49998.90152393519	days
2728.5834838-2728.5837153	V	15.423	0	0.009	MJD-MJD	Unspecified	-49998.9009683912	days
2728.5839699-2728.5842014	R	15.101	0	0.022	MJD-MJD	Unspecified	-49998.90048229167	days
2728.5845833-2728.5849306	B	15.776	0	0.013	MJD-MJD	Unspecified	-49998.899810989584	days
2728.5852199-2728.5854514	V	15.43	0	0.009	MJD-MJD	Unspecified	-49998.89923229167	days
2728.5857292-2728.5859606	R	15.109	0	0.022	MJD-MJD	Unspecified	-49998.8987230382	days
2728.5862616-2728.5866088	B	15.782	0	0.013	MJD-MJD	Unspecified	-49998.89813274305	days
2728.5869329-2728.5871644	V	15.432	0	0.009	MJD-MJD	Unspecified	-49998.89751928819	days
2728.5874421-2728.5876736	R	15.111	0	0.022	MJD-MJD	Unspecified	-49998.897010092594	days
2728.5880208-2728.5883681	B	15.79	0	0.013	MJD-MJD	Unspecified	-49998.89637348958	days
2728.5886343-2728.5888657	V	15.44	0	0.009	MJD-MJD	Unspecified	-49998.89581793982	days
2728.5892245-2728.5894560	R	15.122	0	0.023	MJD-MJD	Unspecified	-49998.89522769097	days
2728.5897685-2728.5901157	B	15.794	0	0.014	MJD-MJD	Unspecified	-49998.89462584491	days
2728.5903935-2728.5906250	V	15.439	0	0.012	MJD-MJD	Unspecified	-49998.89405869213	days
2728.5908912-2728.5911227	R	15.12	0	0.023	MJD-MJD	Unspecified	-49998.89356098959	days
2728.5913773-2728.5917245	B	15.807	0	0.014	MJD-MJD	Unspecified	-49998.89301703704	days
2728.5920718-2728.5923032	V	15.463	0	0.01	MJD-MJD	Unspecified	-49998.892380439815	days
2728.5925694-2728.5928009	R	15.12	0	0.024	MJD-MJD	Unspecified	-49998.89188278935	days
2728.5931134-2728.5934606	B	15.81	0	0.014	MJD-MJD	Unspecified	-49998.8912809375	days
2728.5937847-2728.5940162	V	15.461	0	0.01	MJD-MJD	Unspecified	-49998.89066748843	days
2728.5943519-2728.5945833	R	15.13	0	0.024	MJD-MJD	Unspecified	-49998.89010034144	days
2728.5949537-2728.5953009	B	15.81	0	0.014	MJD-MJD	Unspecified	-49998.88944063657	days
2728.5956481-2728.5958796	V	15.469	0	0.01	MJD-MJD	Unspecified	-49998.88880409143	days
2728.5962384-2728.5964699	R	15.132	0	0.024	MJD-MJD	Unspecified	-49998.88821379051	days
2728.5969213-2728.5972685	B	15.812	0	0.014	MJD-MJD	Unspecified	-49998.88747304398	days
2728.5975231-2728.5977546	V	15.469	0	0.01	MJD-MJD	Unspecified	-49998.88692909144	days
2728.5980671-2728.5982986	R	15.135	0	0.023	MJD-MJD	Unspecified	-49998.88638509259	days
2728.5986111-2728.5989583	B	15.817	0	0.014	MJD-MJD	Unspecified	-49998.88578324074	days
2728.5993056-2728.5995370	V	15.457	0	0.011	MJD-MJD	Unspecified	-49998.88514663773	days
2728.5998032-2728.6000347	R	15.158	0	0.024	MJD-MJD	Unspecified	-49998.88464899306	days
2728.6003819-2728.6007292	B	15.828	0	0.014	MJD-MJD	Unspecified	-49998.884012390045	days
2728.6010417-2728.6012731	V	15.467	0	0.01	MJD-MJD	Unspecified	-49998.8834105382	days
2728.6015278-2728.6017593	R	15.159	0	0.023	MJD-MJD	Unspecified	-49998.88292438658	days
2728.6020718-2728.6024190	B	15.836	0	0.013	MJD-MJD	Unspecified	-49998.88232253472	days
2728.6026852-2728.6029167	V	15.481	0	0.009	MJD-MJD	Unspecified	-49998.88176699074	days
2728.6032176-2728.6034491	R	15.163	0	0.022	MJD-MJD	Unspecified	-49998.88123458912	days
2728.6039931-2728.6043403	B	15.838	0	0.013	MJD-MJD	Unspecified	-49998.88040123843	days
2728.6046644-2728.6048958	V	15.482	0	0.009	MJD-MJD	Unspecified	-49998.87978784143	days
2728.6051736-2728.6054051	R	15.161	0	0.022	MJD-MJD	Unspecified	-49998.87927858796	days
2728.6056713-2728.6060185	B	15.841	0	0.013	MJD-MJD	Unspecified	-49998.87872304399	days
2728.6063310-2728.6065625	V	15.493	0	0.01	MJD-MJD	Unspecified	-49998.87812119213	days
2728.6069560-2728.6071875	R	15.169	0	0.023	MJD-MJD	Unspecified	-49998.87749619213	days
2728.6074884-2728.6078356	B	15.85	0	0.013	MJD-MJD	Unspecified	-49998.8769059375	days
2728.6081134-2728.6083449	V	15.483	0	0.011	MJD-MJD	Unspecified	-49998.87633879051	days
2728.6086343-2728.6088657	R	15.184	0	0.024	MJD-MJD	Unspecified	-49998.87581793981	days
2728.6091435-2728.6094907	B	15.849	0	0.014	MJD-MJD	Unspecified	-49998.87525084491	days
2728.6098148-2728.6100463	V	15.513	0	0.01	MJD-MJD	Unspecified	-49998.87463739004	days
2728.6103935-2728.6106250	R	15.186	0	0.023	MJD-MJD	Unspecified	-49998.87405869213	days
2728.6109144-2728.6112616	B	15.858	0	0.013	MJD-MJD	Unspecified	-49998.87347994213	days
2728.6115509-2728.6117824	V	15.508	0	0.01	MJD-MJD	Unspecified	-49998.87290129051	days
2728.6120486-2728.6122801	R	15.187	0	0.023	MJD-MJD	Unspecified	-49998.87240358797	days
2728.6125810-2728.6129282	B	15.861	0	0.013	MJD-MJD	Unspecified	-49998.87181334491	days
2728.6132292-2728.6134606	V	15.503	0	0.01	MJD-MJD	Unspecified	-49998.87122303819	days
2728.6137384-2728.6139699	R	15.197	0	0.023	MJD-MJD	Unspecified	-49998.87071379051	days
2728.6142940-2728.6146412	B	15.872	0	0.013	MJD-MJD	Unspecified	-49998.87010033565	days
2728.6150116-2728.6152431	V	15.509	0	0.01	MJD-MJD	Unspecified	-49998.86944059028	days
2728.6155556-2728.6157870	R	15.187	0	0.023	MJD-MJD	Unspecified	-49998.86889663773	days
2728.6160995-2728.6164468	B	15.876	0	0.013	MJD-MJD	Unspecified	-49998.86829478588	days
2728.6167477-2728.6169792	V	15.515	0	0.009	MJD-MJD	Unspecified	-49998.86770449074	days
2728.6172569-2728.6174884	R	15.191	0	0.023	MJD-MJD	Unspecified	-49998.86719528935	days
2728.6177778-2728.6181250	B	15.886	0	0.013	MJD-MJD	Unspecified	-49998.86661653935	days
2728.6185648-2728.6187963	V	15.529	0	0.01	MJD-MJD	Unspecified	-49998.86588739005	days
2728.6191667-2728.6193981	R	15.211	0	0.023	MJD-MJD	Unspecified	-49998.8652855382	days
2728.6196875-2728.6200347	B	15.892	0	0.013	MJD-MJD	Unspecified	-49998.86470684028	days
2728.6208796-2728.6211111	R	15.205	0	0.023	MJD-MJD	Unspecified	-49998.86357259259	days
2728.6214931-2728.6218403	B	15.897	0	0.013	MJD-MJD	Unspecified	-49998.862901238426	days
2728.6221644-2728.6223958	V	15.548	0	0.014	MJD-MJD	Unspecified	-49998.86228784143	days
2728.6228009-2728.6230324	R	15.208	0	0.023	MJD-MJD	Unspecified	-49998.86165129051	days
2728.6233449-2728.6236921	B	15.908	0	0.014	MJD-MJD	Unspecified	-49998.86104944445	days
2728.6239931-2728.6242245	V	15.541	0	0.01	MJD-MJD	Unspecified	-49998.86045913773	days
2728.6245370-2728.6247685	R	15.226	0	0.023	MJD-MJD	Unspecified	-49998.85991519097	days
2728.6251505-2728.6254977	B	15.912	0	0.014	MJD-MJD	Unspecified	-49998.85924384259	days
2728.6257986-2728.6260301	V	15.549	0	0.011	MJD-MJD	Unspecified	-49998.858653587966	days
2728.6263194-2728.6265509	R	15.228	0	0.024	MJD-MJD	Unspecified	-49998.85813278936	days
2728.6269792-2728.6273264	B	15.919	0	0.013	MJD-MJD	Unspecified	-49998.85741513889	days
2728.6277431-2728.6279745	V	15.559	0	0.01	MJD-MJD	Unspecified	-49998.85670913773	days
2728.6283681-2728.6285995	R	15.227	0	0.023	MJD-MJD	Unspecified	-49998.85608413773	days
2728.6289583-2728.6293056	B	15.921	0	0.013	MJD-MJD	Unspecified	-49998.85543598959	days
2728.6296065-2728.6298380	V	15.563	0	0.011	MJD-MJD	Unspecified	-49998.85484568866	days
2728.6302778-2728.6305093	R	15.236	0	0.024	MJD-MJD	Unspecified	-49998.85417438657	days
2728.6308681-2728.6312153	B	15.933	0	0.014	MJD-MJD	Unspecified	-49998.853526238425	days
2728.6315162-2728.6317477	V	15.567	0	0.01	MJD-MJD	Unspecified	-49998.852935989584	days
2728.6322569-2728.6324884	R	15.239	0	0.024	MJD-MJD	Unspecified	-49998.85219528935	days
